Name;Street;Neighborhood;City;Rating;Number of Reviews;Place ID;Type;Latitude;Longitude
Dr.Vet Hospital Veterinário;Avenida Portugal, 1680;Jardim Bela Vista;Santo André;4.5;626.0;ChIJgfAiDl9CzpQRU2SqHEfWgMM;veterinary_care;-23.668665;-46.53867019999999
VetBra;Rua Tuiuti, 57;Jardim Bela Vista;Santo André;4.4;11.0;ChIJeayKM19CzpQRHr8iXLCl_xM;veterinary_care;-23.6693576;-46.5401891
House Of Bugs;Rua Ibiapava, 173;Vila Apiai;Santo André;4.7;85.0;ChIJBzNQMGhCzpQRI9Nm3qJjte4;veterinary_care;-23.6773935;-46.53477909999999
Pet Anjo Pereira Barreto: Veterinário, Banho e tosa, Vacinas em Santo André;Praça Engenheiro Roldão - Praça Eng Roldão dos Santos Ferreira, 477 - Loja 167, 197;Paraíso;Santo André;1.0;1.0;ChIJ6U7ovylDzpQRM_kEIlnvrT4;veterinary_care;-23.6763644;-46.53607969999999
Hospital Veterinário Municipal de Santo André;Rua Juquiá, 135;Jardim Cristiane;Santo André;3.8;168.0;ChIJffMEYgBDzpQRyR5JEwUxQG8;veterinary_care;-23.678979;-46.5320875
SVR Clínica Veterinaria;Rua Alenquer, 44;Paraíso;Santo André;4.8;86.0;ChIJZ7ewBwRDzpQRD5O_VJ9mWHA;veterinary_care;-23.6755825;-46.5355763
Amigos & Bichos;Rua Javri, 175;antigo 135 - Vila Assunção;Santo André;4.6;64.0;ChIJye7y-XFCzpQRVn18GYW5yMo;veterinary_care;-23.6776177;-46.5260509
Gil's Hospital Veterinario Ltda;Avenida Portugal, 1680;Centro;Santo André;4.8;13.0;ChIJ8QxQEl9CzpQRwtUj80gJ1wU;veterinary_care;-23.6687074;-46.53864399999999
Reabilitação Animal Francisco De Assis;Avenida Portugal, 1680;Centro;Santo André;5.0;1.0;ChIJe68k5mxDzpQRjiDWL9qe4DI;veterinary_care;-23.6685765;-46.5387365
CentrAU Pet Park;Rua Riachuelo, 63;Vila Assunção;Santo André;5.0;16.0;ChIJ4U3TVkdDzpQRW_mJrJ8kfrU;veterinary_care;-23.6707787;-46.5295365
Mundo à Parte Santo André - Fisioterapia, Ozonioterapia e Acupuntura Veterinária;Rua Galeão Carvalhal, 208;Jardim Bela Vista;Santo André;5.0;25.0;ChIJ0QP3gPNDzpQR-mkkL8yj-Mg;veterinary_care;-23.6668998;-46.53898849999999
EurekaPet Shop e Clínica Veterinária;Rua Coronel Seabra, 825;Vila Marina;Santo André;4.9;108.0;ChIJzRRm4HZCzpQRZw7y-NREtJI;veterinary_care;-23.6727452;-46.5185702
Pet Center Dom Pedro;Avenida Dom Pedro I, 1208;Vila Pires;Santo André;4.1;137.0;ChIJd7UwYt5pzpQRTjO5XcvrDhY;pet_store;-23.6751837;-46.5124277
Pet Shop Vila Pires;Avenida Dom Pedro I, 834;Vila Pires;Santo André;4.6;310.0;ChIJiesWKd9pzpQRojaarEjAoPg;pet_store;-23.6720951;-46.5136364
Crystal Pet Shop;Rua Carijós, 1440;Vila Linda;Santo André;4.8;69.0;ChIJV9MxYQxCzpQRdnAZ5d8jvP4;pet_store;-23.6832381;-46.52213159999999
Mercadão Pet;Rua Carijós, 1419;Vila Linda;Santo André;3.7;3.0;ChIJ0fkVRPRDzpQRGmDj43nFmeo;pet_store;-23.6828432;-46.5217874
Kairós Reef;Rua Hélio Lôbo, 37;Vila Eldizia;Santo André;5.0;3.0;ChIJKW9CdwBDzpQRb5PVsmqEQXY;pet_store;-23.6798274;-46.5217783
Casa das Patinhas Banho e Tosa;Rua das Hortências, 897;Jardim do Estádio;Santo André;4.3;51.0;ChIJVVdZ3glCzpQRjBGWlFVIeFg;pet_store;-23.6846601;-46.5164245
Pet Jhones;Praça Almeida Júnior, 42;Vila Assunção;Santo André;5.0;9.0;ChIJ9c9pqR9DzpQR8ujDgGPnc40;pet_store;-23.6751388;-46.52545010000001
AniManiMal Estética Pet Banho e Tosa;Rua Luís Silva, 218;Vila Cecilia Maria;Santo André;4.9;178.0;ChIJjQBtAXNCzpQRcHecLjXFJrM;pet_store;-23.6798003;-46.5171235
Espaço Pet & Co - Banho e Tosa na Vila Assunção;Rua Paranapanema, 81;Loja 2 - Vila Assunção;Santo André;5.0;105.0;ChIJs5__lMhDzpQRqZgcvX6tjK0;pet_store;-23.6748353;-46.5240745
Avicultura Pet Shop Salete;Rua das Hortências, 408;Jardim do Estádio;Santo André;4.6;86.0;ChIJ3-ORJ-BpzpQR0MZUUlgVRUo;pet_store;-23.680219;-46.516268
Amigos Pet;Rua Carijós, 500;Vila Alzira;Santo André;4.4;14.0;ChIJVbAM5sNDzpQRgkavIs9qnk0;pet_store;-23.6748911;-46.52015429999999
Toca dos Bichos;Rua Luís Silva, 31;Vila Cecilia Maria;Santo André;4.7;67.0;ChIJM532PuBpzpQROtfpkDUKdc4;pet_store;-23.679574;-46.51526500000001
Pitty Pet Banho e Tosa;Rua Taquacetuba, 75;Vila Helena;Santo André;4.8;16.0;ChIJs-nnAqlpzpQRXNEFNv2D55Q;pet_store;-23.6789465;-46.5142441
Piu Piu Clínica e Hospital Veterinário 24H;Rua Carijós, 662;Vila Alzira;Santo André;4.4;1815.0;ChIJ26f1DXRCzpQRgHV6c6NLsmk;veterinary_care;-23.6762323;-46.5205231
Cani & Gatti Clínica Veterinária;Rua Coronel Seabra, 867;casa 1 - Vila Marina;Santo André;4.7;88.0;ChIJ3Q969XZCzpQRtIke6eJKBa4;veterinary_care;-23.6732926;-46.5185347
Model Veterinary Hospital - 24 Particular;Rua Carijós, 147;Vila Alzira;Santo André;4.4;1369.0;ChIJYURMEXdCzpQRCMEqurPZs0U;veterinary_care;-23.671711;-46.5194419
DexLab - Laboratório Veterinário;Rua Paranapanema, 275;Vila Alzira;Santo André;4.5;24.0;ChIJq6qOs2NCzpQRFbuL5bMgL8Y;veterinary_care;-23.6751957;-46.5224673
Mauá Saúde Animal;Rua Carijós, 886;Vila Alzira;Santo André;4.4;147.0;ChIJc-JJKF5DzpQR7WpZb_qoU04;veterinary_care;-23.67830949999999;-46.520744
Liu Vet Clínica Veterinária;COM - RUA CARIJÓS 726 - COM ITARARÉ 412, Rua Itararé, 412;Vila Alzira;Santo André;4.9;144.0;ChIJvXYTUXNCzpQRC4iP0Sffivo;veterinary_care;-23.6767418;-46.520796
Clínica Veterinária Physiovet;Rua São Luís, 539;Vila Alzira;Santo André;5.0;218.0;ChIJdy4o0_lDzpQR92PJD6AkjxI;veterinary_care;-23.6733947;-46.5223464
Samis Pet Clínica Veterinária;Avenida Andrade Neves, 287;Vila Helena;Santo André;4.5;68.0;ChIJKz9XREJDzpQRvSsQk9CVQD0;veterinary_care;-23.674465;-46.5172874
HEBEVET CLINICA VETERINARIA INTEGRATIVA;Avenida Doutor Erasmo, 364;Vila Assunção;Santo André;5.0;51.0;ChIJh0Nkg1pDzpQRx3IU0VFMymA;veterinary_care;-23.6712471;-46.5257624
Movida Reabilitação e Fisioterapia Veterinária - Unidade Santo André;Avenida Doutor Erasmo, 365;Vila Assunção;Santo André;5.0;87.0;ChIJtYqW27tDzpQR5ZTSx0Bo_Kg;veterinary_care;-23.6711402;-46.5254866
Clínica Veterinária Bioma;Rua Carijós, 100;Vila Alzira;Santo André;4.9;248.0;ChIJNYwPY7lDzpQR_jNPTxKx_-M;veterinary_care;-23.6713035;-46.5198913
Mundo Rural Pet Shop e Clínica Veterinária Santo Andre;Avenida Dom Pedro I, 1715;Vila Pires;Santo André;4.6;1083.0;ChIJAQAAQHxEzpQRuw4dzuxc4aA;veterinary_care;-23.6793373;-46.5096298
Clínica Veterinária Dra. Paty;Rua Uruguaiana, 410;Vila Alzira;Santo André;5.0;1.0;ChIJZxCHy3xDzpQRDLyOw2yHexw;veterinary_care;-23.6695089;-46.5180579
Clínica Veterinária Dr. Márcio Osorio Manfredi;Rua Joaquim Távora, 194;Vila Santa Teresa;Santo André;5.0;14.0;ChIJo2eq8Y5DzpQRQIRcI--FpJs;veterinary_care;-23.6675389;-46.5260423
Avicultura Kotori;Avenida Dom Pedro I, 1896;Vila Pires;Santo André;4.6;41.0;ChIJd2gQjeZpzpQRHOdU8FiBuNY;pet_store;-23.6807446;-46.5095882
Vira Lactea - Espaço Pet | Petshop em Santo André;Rua Vera Cruz, 276;Vila Pires;Santo André;4.9;106.0;ChIJqyGN-axpzpQRwzOqbHyiyts;pet_store;-23.6759692;-46.5137092
Kiara Banho Tosa;Rua Miguel Couto, 600;Vila Pires;Santo André;4.5;8.0;ChIJxToWfuhpzpQRneDAQaKTO-o;pet_store;-23.6776677;-46.5064479
Mila Auau Estética Animal;Rua Clélia, 281;Vila Pires;Santo André;4.8;54.0;ChIJ38OqbvtpzpQRUkbRi_l6Iw0;pet_store;-23.6749495;-46.5103018
Tutu Pet Store;Rua Xavantes, 215;Vila Pires;Santo André;4.5;115.0;ChIJrzQeYOBpzpQR6wXfl7OryzE;pet_store;-23.6747184;-46.5105621
Cãobeleireiro L'amour Pet;Rua Chuí, 86;Vila Pires;Santo André;5.0;3.0;ChIJ9azsfW9pzpQRWEU6UbzjnM8;pet_store;-23.6745142;-46.5088234
Puppy pet house;;;;5.0;17.0;ChIJFzQWO-VDzpQRHGi5DXXA9ZA;pet_store;-23.6739524;-46.5177757
Pet Q Lates;Rua Cruzeiro do Sul, 411;Vila Pires;Santo André;4.2;5.0;ChIJrfFd_ypDzpQR0lWZhG0Yoko;pet_store;-23.6729664;-46.51662809999999
A Toca Clinica Veterinaria e Pet Shop;Avenida Queirós Filho, 960;Vila Humaita;Santo André;4.7;471.0;ChIJBZr4_cJpzpQRRLuiFm_RqPE;veterinary_care;-23.6722145;-46.50480269999999
Toca Dos Animais;Avenida Queirós Filho, 960;Vila Humaita;Santo André;4.5;8.0;ChIJ7VX1_cJpzpQRTMGdz_to6eU;veterinary_care;-23.6721588;-46.5046772
Pet Shop Vitória Dog;Rua Vitória Pena Giorgi, 742;Parque Marajoara;Santo André;4.8;28.0;ChIJ4QeW9ZZpzpQRgbKllJRB9jU;pet_store;-23.6721224;-46.4907844
Lava Pets - Banho e Tosa;Avenida Valentim Magalhães, 1100;Vila Guarani;Santo André;5.0;15.0;ChIJ8SstMm5rzpQR6QHNN9NQBQ0;pet_store;-23.6790798;-46.4976199
Casa dos Pets II;Avenida Valentim Magalhães, 1100;Vila Guarani;Santo André;4.7;51.0;ChIJ27wp2OxpzpQRhlL6f6aOlk4;pet_store;-23.6790798;-46.4976199
Show Cão Banho e Tosa;;;;5.0;4.0;ChIJeZ0MDqdpzpQRAh3XjZ4xy48;pet_store;-23.67814940000001;-46.49891
Nutrin Pet - Centreville;Rua Chapecó, 18;Vila Amabile Pezzolo;Santo André;5.0;6.0;ChIJaTxfCRppzpQRh5mvQg66UrY;pet_store;-23.6777667;-46.4989852
Prospets - Pet Shop;Rua Reverendo Martim Luther King, 481;Centreville;Santo André;4.7;50.0;ChIJRXDUlZRpzpQRipM8Sb4-jMg;pet_store;-23.675235;-46.49567649999999
Avicultura Centreville;Rua General Humberto de Souza Melo, 141;Centreville;Santo André;4.9;17.0;ChIJ0bXW5JNpzpQRufLpWoa0ekM;pet_store;-23.6763554;-46.49275039999999
KARINHO MANIA PET SHOP;Rua Manoel Ferraz, 323;Vila Humaita;Santo André;5.0;2.0;ChIJZ0lJGfJnzpQRx93hwaQTpEA;pet_store;-23.6741959;-46.5021913
Pet Shop Leauzinho Geek;Rua Vitória Pena Giorgi, 853;Marajoara;Santo André;5.0;62.0;ChIJx6V2Gt9pzpQRs8ptSNrelYY;pet_store;-23.6728003;-46.4906708
Pet Shop PetNick;Rua Rogerio Giorgi, 896;Parque Marajoara;Santo André;5.0;13.0;ChIJrXlvipZpzpQRWabmYOuhzkE;pet_store;-23.6722483;-46.4911872
ShopDog;Avenida Guaianazes, 882;Vila Homero Thon;Santo André;4.3;61.0;ChIJGSN2nMNpzpQRL0v-plqiyVI;pet_store;-23.670305;-46.5039309
Turminha da Vet - Consultório Veterinário;Rua Diadema, 86;Parque Marajoara;Santo André;5.0;49.0;ChIJxQe4EShpzpQRNBwf_nqbFJE;veterinary_care;-23.6717519;-46.48657609999999
Doce Pet;Rua Carlos de Campos, 733;Parque Sao Vicente;Mauá;4.7;6.0;ChIJh1odOwtpzpQROXcph0W5MIw;pet_store;-23.6719799;-46.4791233
Filhos com Patas;Rua Carlos de Campos, 565;Parque Sao Vicente;Mauá;4.8;51.0;ChIJcUwqDwppzpQRJb-popU4vJM;pet_store;-23.6706577;-46.4798773
Pet Shop Patas & Pegadas Boutique;Rua Glauber Rocha, 39;Parque Marajoara;Santo André;5.0;4.0;ChIJj33jsK1pzpQR4LKNGKJdwIM;pet_store;-23.6701799;-46.4914965
Pet Shop - Casa de Ração - Pesca ‐ Jardinagem | Parras Pet;Rua Vice - Rua Presidente Fernando de Melo Viana, 14;Parque Sao Vicente;Mauá;5.0;1.0;ChIJEYm6GKppzpQRld_POWs6f7Q;pet_store;-23.6722657;-46.4743795
Vip Clínica Veterinária e Petshop;Rua Vice-Presidente Urbâno Santos da Costa Araújo, 144;Parque Sao Vicente;Mauá;4.4;35.0;ChIJGaqeLDppzpQRYqgc2U-I99s;pet_store;-23.670027;-46.47604459999999
Big Dib Artigos p/ Pesca e Rações em geral.;;;;3.4;5.0;ChIJk-N8BBFpzpQRSAHYyuCH3cU;pet_store;-23.6685814;-46.4787957
Pet Koi;Avenida Papa João XXIII, 1153;Vila Noemia;Mauá;4.5;2.0;ChIJWxLsFHtpzpQRAAR9J78o4kU;pet_store;-23.6752422;-46.4695261
Bicho's Chic;Rua Vice-Presidente Francisco Silviano Alves Brandão, 117;Parque Sao Vicente;Mauá;5.0;11.0;ChIJO1QP1LhpzpQRdTelno2sDWU;pet_store;-23.669065;-46.4770285
Pet Shop Amazon;Avenida São Paulo, 310;Cidade São Jorge;Santo André;4.6;281.0;ChIJt5K8CL1pzpQRvZNBYaf9gFU;veterinary_care;-23.6675629;-46.4895067
Petshop Dog Hall;Rua Carlos de Campos, 86;Parque Sao Vicente;Mauá;4.1;7.0;ChIJYQPPCi1pzpQRmHbtyIS4Hpw;pet_store;-23.6672449;-46.48195209999999
Luís Henrique Favero;Avenida São Paulo, 310;Cidade São Jorge;Santo André;4.6;7.0;ChIJ_5lQD71pzpQRMO82A3zyntc;pet_store;-23.6675632;-46.4895065
Gabi Estética Pet & Casa de Rações;Rua Rogerio Giorgi, 265;Parque Marajoara;Santo André;5.0;71.0;ChIJbRV-lrBpzpQRowtZluirWjk;pet_store;-23.6679314;-46.4924708
Clínica Veterinária Instituto Bio Brasil;;;;5.0;21.0;ChIJm0oNV0hpzpQRE5ZHqk5nNdQ;veterinary_care;-23.6711125;-46.4757943
Cão Mania;Rua Aquidabam, 416;Jardim Pilar;Mauá;4.4;65.0;ChIJu-Hvg2BpzpQRZNiIJ3K70kE;pet_store;-23.6748177;-46.4588213
Pet Shop Matrix;Rua Padre Antônio Negri, 66;Matriz;Mauá;4.5;53.0;ChIJ73VqJGZpzpQR9fFCm721Ns8;pet_store;-23.6693913;-46.4618146
Bicho Travesso;;;;5.0;7.0;ChIJ9ZqvYohpzpQRMGwXA6HgkM4;pet_store;-23.6775937;-46.4616893
PET ELITE CENTRO DE ESTÉTICA ANIMAL;Rua Pôrto Feliz, 455;Jardim Haydee;Mauá;4.8;65.0;ChIJzSmpslRrzpQRtkTJ0jwVCV8;pet_store;-23.6736663;-46.4616229
Memórias de 4 Patas;Rua Eliza Cogheto, 612;Jardim Pilar;Mauá;5.0;25.0;ChIJqdaAZGBpzpQRtnWLC41cL_g;pet_store;-23.6756492;-46.4592415
Pet Shop Anchieta unidade Vila Noêmia;Rua Francisco Ortega Escobar, 446;Vila Noemia;Mauá;5.0;2.0;ChIJQw3xyfppzpQRu08-dDeaqjE;pet_store;-23.6714066;-46.4651258
Dog Bee Estética Animal;Avenida Clarisse - Rua Clarisse de Jesus Lázaro Bedeschi, 207;Parque Sao Vicente;Mauá;5.0;21.0;ChIJdR2DZAppzpQRnhML8HusDxU;pet_store;-23.6701598;-46.47166289999999
RAÇÕES COMERCIAL NISHIYAMA;Avenida Dom José Gaspar, 596;Matriz;Mauá;4.8;141.0;ChIJjRJRxGBpzpQREXkUi78gee8;veterinary_care;-23.67405840000001;-46.4601663
Dogato's Pet Shop;Rua Francisco Ortega Escobar, 443;Vila Noemia;Mauá;4.2;5.0;ChIJkTY0l2VpzpQRWdIMwNFzVLI;pet_store;-23.6710484;-46.4650561
Vitorias Pet Center;Avenida da Saudade, 383;Vila Nossa Senhora das Vitorias;Mauá;4.7;39.0;ChIJI7PWi19pzpQRcpezkWfV4HA;pet_store;-23.6766482;-46.4570075
Doce Patinha Estética Animal;Rua Vereador Vicente Orlando, 195;Matriz;Mauá;5.0;5.0;ChIJe0Ul3cZpzpQRiD07pySMQ_E;pet_store;-23.6708918;-46.4633025
Xinhos Pet Store;Avenida Dom José Gaspar, 458;Matriz;Mauá;4.9;12.0;ChIJCdUPaJdpzpQRJs72i9VxR0s;pet_store;-23.6728615;-46.460152
Animale PetShop;Avenida Portugal, 278;Jardim Pilar;Mauá;3.7;3.0;ChIJ8_HDPbBpzpQRQiozsxTTW_Q;pet_store;-23.6735229;-46.45937849999999
Toba limpo;Avenida Portugal, 278;Jardim Pilar;Mauá;4.0;3.0;ChIJPXqFSzhpzpQRc1FpgrbNJbU;pet_store;-23.6735229;-46.45937849999999
Pet Shop Puppy;Rua Riachuelo, 108;Vila Nossa Senhora das Vitorias;Mauá;4.5;2.0;ChIJk3KQr_RpzpQRg4y7Gf41xGI;pet_store;-23.6748306;-46.4558297
Clínica Veterinária Gato Q Ri;Rua José Figueiredo, 76;Vila Assis Brasil;Mauá;4.8;212.0;ChIJaWl6fd9rzpQR9AvIttDEtjU;veterinary_care;-23.6783909;-46.4614313
Clínica Veterinária Animal Mania;Rua Pôrto Feliz, 757;Jardim Haydee;Mauá;4.7;48.0;ChIJe_98WmBpzpQRuB7twbPG95Q;veterinary_care;-23.676114;-46.46026670000001
Veterinary Medical Center Dr.Wagner A. Costa Val;Rua Vitórino Del Antônia, 155;Vila Noemia;Mauá;4.8;237.0;ChIJay7mQG9pzpQRU5A-Gm5Kp_U;veterinary_care;-23.668882;-46.464329
Cidadela Pets - Clínica Veterinária;Rua Décio de Assis Pedroso, 76;Vila Assis Brasil;Mauá;5.0;43.0;ChIJYR0IwWBpzpQRSONxV9DHULM;veterinary_care;-23.6774205;-46.4625366
Consultório Veterinário Dra. Thais S. Brito de Faveri;Rua Luiz Bertuchi, 24;Jardim Pilar;Mauá;5.0;18.0;ChIJ9ciZDmBpzpQRp8E75lDC904;veterinary_care;-23.6756939;-46.4597786
Dr. Coelho Clínica Veterinária;Av Clarisse - Rua Clarisse de Jesus Lázaro Bedeschi, 127;Parque Sao Vicente;Mauá;4.8;116.0;ChIJLyF_F2BpzpQRUF9FV0x4Ls8;veterinary_care;-23.6702376;-46.470901
Clínica Veterinária Paraíso;Rua Pôrto Feliz, 275;Jardim Haydee;Mauá;4.7;282.0;ChIJF2BfaVJpzpQRZ1wp_kUuyxw;veterinary_care;-23.6722869;-46.4624978
Clínica Veterinária VidasVet;Avenida Portugal, 244;Jardim Pilar;Mauá;4.9;31.0;ChIJL4Fvv7dpzpQRfmBAS-uIH4w;veterinary_care;-23.67317030000001;-46.4593633
Centro Médico Veterinário Lobo;Avenida da Saudade, 316;Vila Vitória;Mauá;4.4;29.0;ChIJAVPjd3lpzpQR6WWQuYOgDvs;veterinary_care;-23.6754826;-46.4570952
CureDerma;Rua Vereador Vicente Orlando, 125;Matriz;Mauá;5.0;24.0;ChIJP9SwXLlpzpQRgbpS_UZkbv4;veterinary_care;-23.670294;-46.4629042
Bem Estar Animal;Rua Santa Cecília, 489;Matriz;Mauá;5.0;4.0;ChIJq0f2FPVpzpQR8oWepV2eWvY;veterinary_care;-23.6707319;-46.4609628
Cãobeleireiro Animal Aesthetics;;;;4.2;31.0;ChIJsZu9T1lpzpQRBFcqxTPDPhQ;pet_store;-23.6682383;-46.4524739
Avicultura Schers;;;;4.5;59.0;ChIJHecIeF1pzpQRUBrF0p1KP0c;pet_store;-23.670258;-46.45818300000001
Petita Pet Shop Comércio de Ração Ltda;Rua Ricardo Gonçalves, 37;casa 02 - Vila Bocaina;Mauá;4.3;30.0;ChIJ5YTpwM5rzpQRMlKcTHrlIZs;pet_store;-23.6747999;-46.4495181
ibeji pet shop e casa de ração;Velho, Avenida Itapark, 4377;Jardim Itapark;Mauá;3.0;4.0;ChIJ9xr0hG1pzpQRL3CttVbzuwU;pet_store;-23.6725692;-46.454437
Sergalim Rações;;;;5.0;19.0;ChIJHcbQotppzpQRZ3MvFAW7yp4;pet_store;-23.67254689999999;-46.4533069
Poli Avicultura;Rua dos Andradas, 287;Vila Correia;Mauá;5.0;1.0;ChIJbWFOiftrzpQRdC167ZYSFHU;pet_store;-23.6779517;-46.4456081
Império Pet;Rua Doutor João A. Neto, 1416;Vila Bocaina;Mauá;4.8;38.0;ChIJAecL-_xrzpQRX2Ba0t6ZiF4;pet_store;-23.6761773;-46.4469947
Patrulha Pet;Rua Alonso Vasconcelos Pacheco, 1447;Vila Bocaina;Mauá;5.0;1.0;ChIJKRxt-PxrzpQRN1WMDNUJX6Q;pet_store;-23.6761204;-46.44654449999999
Casa de Rações - Brás Cubas;Rua Brás Cubas, 690;Vila Bocaina;Mauá;5.0;1.0;ChIJj0SaUBBpzpQR2ffNmXTEedo;pet_store;-23.6722565;-46.4510078
Pet Mania;Rua Brás Cubas, 319;Vila Bocaina;Mauá;5.0;1.0;ChIJ90rlbllpzpQRhpVfN_R3Aqw;pet_store;-23.6712203;-46.45211119999999
Comércio de Rações Faustina;Rua Brás Cubas, 319;Vila Bocaina;Mauá;4.4;5.0;ChIJ01XlEuxpzpQRNuFFpZfD_W8;pet_store;-23.6711994;-46.45209190000001
Clínica Veterinária Smart Pet;Rua dos Bandeirantes, 610;Vila Bocaina;Mauá;4.9;233.0;ChIJixU5O3dpzpQRYqWma4AtUq4;veterinary_care;-23.6704888;-46.4535331
Immanuel Rações;Rua Brás Cubas, 690;Vila Bocaina;Mauá;5.0;1.0;ChIJCfpZYmxpzpQRXZcsjgIkHMk;pet_store;-23.6710285;-46.4486596
Animale veterinary hospital;Rua Almirante Barroso, 114;Vila Bocaina;Mauá;4.0;304.0;ChIJD-9ar2BpzpQREBhyHf8Te_g;veterinary_care;-23.6706138;-46.4554807
Au Q Mia;Rua Almirante Tamandaré, 279;Vila Bocaina;Mauá;4.8;113.0;ChIJQQTDoltpzpQRT51ZP77JRXU;veterinary_care;-23.668705;-46.45241900000001
BBcão Pet Shop;Rua Brás Cubas, 831;Vila Bocaina;Mauá;5.0;17.0;ChIJ_-PtgT5pzpQReW-e6yWKp2M;veterinary_care;-23.6707802;-46.4471722
Verum Diagnóstico Veterinário Mauá;Rua Santos Dumont, 365;Vila Bocaina;Mauá;4.9;322.0;ChIJnSW_XP1pzpQR_VpUw1EuQew;veterinary_care;-23.6680067;-46.4533142
UPAA Animal Vila Bocaina - Unidade de Pronto Atendimento Animal;Esquina com - R. Alm. Tamandaré, Rua Santos Dumont, 191;Vila Bocaina;Mauá;4.3;258.0;ChIJeSrj-cZpzpQR-Zb0Y2LhCzk;veterinary_care;-23.6680197;-46.45236389999999
Capitão Pet´s;Rua Capitão Rufino Ângelo Ramos, 216;Jardim Itapark Velho;Mauá;4.3;3.0;ChIJma7QthFszpQRaWp8nRnv2_s;pet_store;-23.67916109999999;-46.42822870000001
CÃO AMIGGOS;Avenida Itapark, 3343;Jardim Itapark;Mauá;4.9;85.0;ChIJ7SQomQhszpQR-s97l6yFT6o;pet_store;-23.6792939;-46.4359315
Jumy Pet Shop;;;;3.0;2.0;ChIJiZW1TQZszpQRqvSYIYfkQDI;pet_store;-23.6776676;-46.4366818
PET SHOP SCOOBY-DOO;;;;4.6;191.0;ChIJlbJ6egZtzpQR7t4liuDhN_M;pet_store;-23.6783683;-46.43586539999999
Mercadão Pet Mauá;Avenida Itapark, 3861;Jardim Itapark;Mauá;4.9;265.0;ChIJW-28VoFtzpQRl4IvWA7vmyY;pet_store;-23.6760978;-46.4389486
Casa De Raçoes E Acessórios Romano's;Avenida Hermínio Pegoraro, 758;Jardim Itapark;Mauá;1.0;1.0;ChIJV60TWgZszpQRRngGRWe7s4Q;pet_store;-23.6771483;-46.4362547
Pet Shop Patriarcas;Rua do Patriarca, 132;Vila Independencia;Mauá;4.9;10.0;ChIJYc-fBv9rzpQRHduBtKUFONk;pet_store;-23.67398440000001;-46.44135979999999
Bicho Zen - Banho & Tosa - Mauá;Rua José Eduardo Píres Livramento, 193;Jardim Itapark;Mauá;5.0;48.0;ChIJIXWfeAVszpQRWqTlg6a16NI;veterinary_care;-23.6757344;-46.4357704
Vila Pet - Pet Shop Mauá;;;;4.2;5.0;ChIJ8ykUm6trzpQR_ywAFt4VyaY;pet_store;-23.6732713;-46.44053470000001
Rações e Pet Shop Bela Vista Maua;Rua Victório Chiarotti, 746;Jardim Bela Vista;Mauá;5.0;2.0;ChIJzzbqDKhtzpQR23CzYqWns0g;pet_store;-23.6738126;-46.4373253
Avicultura Pet Shop Itapark;;;;4.5;51.0;ChIJQ1Tok_9rzpQRG10AAHit-Y8;pet_store;-23.6725345;-46.44011019999999
Safiras pet;Avenida Itapark, 4377;Jardim Itapark;Mauá;5.0;1.0;ChIJc0nqXFVpzpQRk4UgAvFJCC8;pet_store;-23.671474;-46.4403379
Vet Center Itapark;;;;4.4;17.0;ChIJl0jY7CZtzpQROek-e_kFcxs;veterinary_care;-23.6761098;-46.4389486
Ternura Alvo dos Bichos;;;;4.4;31.0;ChIJBTKdB6puzpQRzzks30TLUjE;pet_store;-23.6693174;-46.43487140000001
Casa de Racao São Francisco;Rua Florindo Capuci, 160;Jardim Maua;Mauá;4.7;15.0;ChIJfwJmM9ptzpQR9cd2qgwADWk;pet_store;-23.66928339999999;-46.4350052
Excelência Pet;;;;5.0;11.0;ChIJI6uj4zhszpQRSx9LeUSFR-Q;pet_store;-23.6743117;-46.4161072
Pet Shopping House;;;;5.0;13.0;ChIJT_nCn3RtzpQR6q_h_tBh0og;veterinary_care;-23.6692226;-46.4229842
Casa de ração e pet shop Sabiá;Rua Roque Del Dono, 415;Jardim Itapeva;Mauá;4.4;56.0;ChIJt3eVQkdszpQRTSqeAeTwG8E;pet_store;-23.6793214;-46.41237479999999
Rações cats;Rua Doutor João Carlos Azevedo, 89;RP12 (Regiões de Planejamento);Mauá;4.5;84.0;ChIJKz6efx5szpQRQYZuiWxt3sU;pet_store;-23.6678799;-46.4249018
Alegra pet's;Avenida Valdemar Jesuíno da Silva, 287;Jardim Estrela;Mauá;5.0;4.0;ChIJOaNDh2NtzpQR5LeHDbrchEw;pet_store;-23.6666755;-46.42757330000001
Máfia pets;;;;5.0;1.0;ChIJG3v37a1tzpQR1Mkc_WAvZw8;pet_store;-23.6678239;-46.4219281
Espaço Cachorrada;Avenida Barão de Mauá, 5954;Vila America;Mauá;5.0;2.0;ChIJUSiRYMhtzpQRR0mdHv36Sfc;pet_store;-23.6708869;-46.41318810000001
É o Bicho Banho & Tosa;Avenida Barão de Mauá, 5954;Jardim Itapeva;Mauá;5.0;1.0;ChIJoemFp_JtzpQRsPxVwF2nY1k;pet_store;-23.6708683;-46.4131513
Pet Shop Arca de Noé;Avenida Barão de Mauá, 6006;RP13 (Regiões de Planejamento);Mauá;5.0;2.0;ChIJbciR2SRszpQRyvVYeSQcrF8;pet_store;-23.6703411;-46.41308069999999
